Column1,file_name,dz,huden,nzy,mean,max-min
1376,01943.jpeg,75,60,69,68,15
1377,01944.jpeg,84,79,89,84,10
1378,01945.jpeg,76,67,60,68,16
1379,01946.jpeg,76,67,60,68,16
1380,01947.jpeg,80,78,85,81,7
1381,01948.jpeg,78,78,78,78,0
1382,01949.jpeg,81,76,73,77,8
1383,01950.jpeg,63,49,58,57,14
1384,01951.jpeg,64,58,61,61,6
1385,01952.jpeg,77,77,68,74,9
1386,01953.jpeg,80,77,69,76,11
1387,01954.jpeg,54,52,70,59,18
1388,01955.jpeg,55,48,60,55,12
1389,01956.jpeg,59,74,60,65,15
1390,01957.jpeg,58,64,50,58,14
1391,01960.jpeg,53,68,50,57,18
1392,01961.jpeg,49,51,55,52,6
1393,01962.jpeg,57,53,77,63,24
1394,01963.jpeg,77,65,78,74,13
1395,01964.jpeg,77,79,70,76,9
1396,01965.jpeg,77,79,68,75,11
1397,01966.jpeg,84,87,85,86,3
1398,01968.jpeg,60,65,59,62,6
1399,01969.jpeg,80,79,87,82,8
1400,01970.jpeg,78,73,78,77,5
1401,01971.jpeg,79,97,88,88,18
1402,01972.jpeg,80,84,81,82,4
1403,01973.jpeg,55,45,62,54,17
1404,01974.jpeg,57,52,55,55,5
1405,01975.jpeg,54,51,71,59,20
1406,01976.jpeg,47,29,47,41,18
1407,01977.jpeg,10,20,16,16,10
1408,01978.jpeg,40,35,48,41,13
1409,01979.jpeg,55,48,37,47,18
1410,01981.jpeg,1,1,1,1,0
1411,01982.jpeg,1,1,1,1,0
1412,01983.jpeg,56,53,43,51,13
1413,01984.jpeg,55,58,40,51,18
1414,01985.jpeg,22,28,8,20,20
1415,01986.jpeg,70,68,68,69,2
1416,01987.jpeg,71,62,78,71,16
1417,01989.jpeg,46,45,28,40,18
1418,01990.jpeg,27,31,22,27,9
1419,01991.jpeg,44,27,23,32,21
1420,01993.jpeg,42,34,28,35,14
1421,01994.jpeg,80,99,98,93,19
1422,01995.jpeg,80,84,79,81,5
1423,01996.jpeg,72,80,60,71,20
1424,01997.jpeg,70,65,60,65,10
1425,02000.jpeg,79,78,79,79,1
1426,02001.jpeg,82,82,84,83,2
1427,02002.jpeg,82,82,85,83,3
1428,02003.jpeg,80,76,78,78,4
1429,02004.jpeg,78,76,80,78,4
1430,02005.jpeg,61,55,51,56,10
1431,02006.jpeg,44,28,31,35,16
1432,02007.jpeg,73,65,53,64,20
1433,02008.jpeg,78,74,79,77,5
1434,02009.jpeg,80,78,81,80,3
1435,02010.jpeg,82,85,88,85,6
1436,02011.jpeg,85,87,90,88,5
1437,02012.jpeg,14,12,20,16,8
1438,02014.jpeg,40,46,62,50,22
1439,02015.jpeg,80,60,79,73,20
1440,02016.jpeg,52,47,48,49,5
1441,02017.jpeg,56,50,75,61,25
1442,02018.jpeg,81,70,83,78,13
1443,02019.jpeg,82,70,85,79,15
1444,02020.jpeg,82,90,87,87,8
1445,02021.jpeg,79,95,72,82,23
1446,02022.jpeg,12,10,12,12,2
1447,02023.jpeg,68,78,70,72,10
1448,02024.jpeg,66,68,63,66,5
1449,02025.jpeg,67,79,60,69,19
1450,02026.jpeg,65,65,59,63,6
1451,02027.jpeg,53,55,52,54,3
1452,02031.jpeg,70,68,71,70,3
1453,02032.jpeg,70,68,71,70,3
1454,02033.jpeg,67,62,45,58,22
1455,02034.jpeg,66,80,66,71,14
1456,02035.jpeg,66,78,65,70,13
1457,02036.jpeg,78,82,80,80,4
1458,02037.jpeg,81,81,89,84,8
1459,02038.jpeg,68,70,57,65,13
1460,02039.jpeg,30,22,14,22,16
1461,02041.jpeg,65,87,69,74,22
1462,02042.jpeg,82,84,80,82,4
1463,02043.jpeg,84,80,79,81,5
1464,02044.jpeg,80,85,80,82,5
1465,02045.jpeg,87,85,79,84,8
1466,02046.jpeg,77,82,79,80,5
1467,02047.jpeg,79,78,75,78,4
1468,02048.jpeg,72,77,60,70,17
1469,02049.jpeg,56,34,33,41,23
1470,02050.jpeg,70,69,78,73,9
1471,02051.jpeg,82,77,82,81,5
1472,02052.jpeg,88,80,86,85,8
1473,02053.jpeg,86,85,79,84,7
1474,02054.jpeg,86,87,79,84,8
1475,02055.jpeg,81,80,77,80,4
1476,02056.jpeg,68,57,79,68,22
1477,02057.jpeg,69,86,85,80,17
1478,02058.jpeg,85,94,80,87,14
1479,02059.jpeg,79,83,80,81,4
1480,02063.jpeg,76,77,60,71,17
1481,02064.jpeg,76,70,78,75,8
1482,02066.jpeg,80,90,89,87,10
1483,02067.jpeg,79,87,86,84,8
1484,02068.jpeg,10,12,19,14,9
1485,02069.jpeg,58,48,58,55,10
1486,02070.jpeg,85,87,78,84,9
1487,02071.jpeg,84,85,76,82,9
1488,02072.jpeg,72,76,73,74,4
1489,02073.jpeg,73,84,78,79,11
1490,02074.jpeg,77,86,80,81,9
1491,02075.jpeg,78,86,80,82,8
1492,02077.jpeg,53,36,48,46,17
1493,02078.jpeg,59,59,51,57,8
1494,02079.jpeg,68,62,65,65,6
1495,02080.jpeg,67,62,60,63,7
1496,02081.jpeg,72,75,70,73,5
1497,02082.jpeg,88,80,88,86,8
1498,02083.jpeg,88,78,88,85,10
1499,02085.jpeg,19,25,28,24,9
1500,02086.jpeg,82,83,88,85,6
1501,02089.jpeg,80,80,78,80,2
1502,02094.jpeg,79,74,78,77,5
1503,02095.jpeg,30,28,25,28,5
1504,02096.jpeg,42,20,30,31,22
1505,02097.jpeg,82,88,82,84,6
1506,02098.jpeg,49,34,30,38,19
1507,02099.jpeg,30,11,19,20,19
1508,02100.jpeg,67,68,70,69,3
1509,02101.jpeg,73,55,64,64,18
1510,02102.jpeg,62,50,70,61,20
1511,02103.jpeg,79,78,78,79,1
1512,02104.jpeg,70,65,67,68,5
1513,02106.jpeg,58,35,50,48,23
1514,02107.jpeg,62,58,71,64,13
1515,02108.jpeg,63,58,71,64,13
1516,02110.jpeg,41,27,45,38,18
1517,02111.jpeg,31,17,25,25,14
1518,02112.jpeg,36,25,45,36,20
1519,02113.jpeg,65,73,69,69,8
1520,02114.jpeg,52,52,40,48,12
1521,02115.jpeg,66,60,60,62,6
1522,02117.jpeg,50,47,32,43,18
1523,02118.jpeg,56,59,45,54,14
1524,02119.jpeg,56,40,49,49,16
1525,02121.jpeg,72,69,59,67,13
1526,02122.jpeg,68,59,48,59,20
1527,02123.jpeg,46,26,28,34,20
1528,02124.jpeg,48,37,27,38,21
1529,02125.jpeg,4,3,2,3,2
1530,02127.jpeg,79,85,69,78,16
1531,02128.jpeg,71,67,66,68,5
1532,02129.jpeg,78,75,61,72,17
1533,02130.jpeg,74,75,61,70,14
1534,02132.jpeg,73,72,58,68,15
1535,02133.jpeg,70,72,58,67,14
1536,02134.jpeg,83,86,85,85,3
1537,02135.jpeg,80,77,78,79,3
1538,02136.jpeg,87,90,87,88,3
1539,02137.jpeg,84,80,78,81,6
1540,02138.jpeg,68,58,51,59,17
1541,02139.jpeg,70,70,59,67,11
1542,02140.jpeg,69,57,48,58,21
1543,02141.jpeg,69,57,53,60,16
1544,02142.jpeg,87,90,92,90,5
1545,02143.jpeg,85,90,90,89,5
1546,02144.jpeg,73,80,76,77,7
1547,02145.jpeg,73,80,74,76,7
1548,02146.jpeg,84,82,78,82,6
1549,02147.jpeg,72,60,60,64,12
1550,02148.jpeg,80,79,81,80,2
1551,02149.jpeg,83,80,81,82,3
1552,02150.jpeg,5,4,6,5,2
1553,02151.jpeg,6,25,10,14,19
1554,02152.jpeg,80,79,82,81,3
1555,02153.jpeg,79,75,77,77,4
1556,02156.jpeg,12,6,8,9,6
1557,02157.jpeg,11,9,26,16,17
1558,02158.jpeg,11,11,10,11,1
1559,02159.jpeg,23,30,34,29,11
1560,02160.jpeg,64,58,68,64,10
1561,02161.jpeg,55,58,72,62,17
1562,02162.jpeg,67,65,55,63,12
1563,02163.jpeg,49,28,41,40,21
1564,02164.jpeg,15,12,12,13,3
1565,02165.jpeg,66,58,75,67,17
1566,02166.jpeg,65,58,71,65,13
1567,02167.jpeg,76,70,71,73,6
1568,02168.jpeg,69,63,60,64,9
1569,02169.jpeg,2,3,2,3,1
1570,02170.jpeg,32,38,40,37,8
1571,02171.jpeg,79,74,69,74,10
1572,02175.jpeg,79,74,70,75,9
1573,02176.jpeg,76,78,60,72,18
1574,02177.jpeg,78,67,75,74,11
1575,02178.jpeg,79,82,85,82,6
1576,02179.jpeg,82,79,80,81,3
1577,02180.jpeg,80,81,65,76,16
1578,02181.jpeg,79,81,70,77,11
1579,02183.jpeg,74,76,70,74,6
1580,02184.jpeg,80,79,76,79,4
1581,02185.jpeg,70,52,72,65,20
1582,02186.jpeg,70,52,70,64,18
1583,02187.jpeg,72,73,70,72,3
1584,02188.jpeg,72,74,70,72,4
1585,02189.jpeg,37,40,33,37,7
1586,02190.jpeg,41,35,50,42,15
1587,02191.jpeg,71,59,63,65,12
1588,02192.jpeg,71,59,60,64,12
1589,02193.jpeg,68,57,46,57,22
1590,02194.jpeg,67,56,60,61,11
1591,02195.jpeg,75,71,70,72,5
1592,02196.jpeg,50,50,50,50,0
1593,02197.jpeg,88,84,79,84,9
1594,02198.jpeg,73,65,48,62,25
1595,02199.jpeg,13,7,18,13,11
1596,02201.jpeg,87,80,80,83,7
1597,02202.jpeg,84,80,81,82,4
1598,02203.jpeg,90,90,85,89,5
1599,02204.jpeg,91,90,88,90,3
1600,02205.jpeg,77,65,55,66,22
1601,02206.jpeg,65,50,53,56,15
1602,02207.jpeg,69,55,57,61,14
1603,02208.jpeg,68,50,57,59,18
1604,02209.jpeg,70,64,72,69,8
1605,02210.jpeg,64,47,42,51,22
1606,02211.jpeg,55,48,49,51,7
1607,02213.jpeg,40,30,22,31,18
1608,02214.jpeg,82,81,79,81,3
1609,02215.jpeg,83,78,79,80,5
1610,02217.jpeg,57,35,36,43,22
1611,02218.jpeg,10,4,10,8,6
1612,02219.jpeg,2,2,2,2,0
1613,02220.jpeg,19,13,22,18,9
1614,02221.jpeg,68,45,50,55,23
1615,02222.jpeg,68,55,51,58,17
1616,02223.jpeg,69,55,48,58,21
1617,02224.jpeg,82,76,75,78,7
1618,02225.jpeg,78,71,64,71,14
1619,02226.jpeg,78,71,65,72,13
1620,02227.jpeg,81,88,79,83,9
1621,02228.jpeg,81,82,79,81,3
1622,02229.jpeg,69,50,47,56,22
1623,02230.jpeg,45,40,42,43,5
1624,02231.jpeg,83,72,77,78,11
1625,02232.jpeg,51,50,38,47,13
1626,02233.jpeg,74,75,83,78,9
1627,02234.jpeg,80,75,86,81,11
1628,02235.jpeg,66,65,67,66,2
1629,02237.jpeg,83,72,77,78,11
1630,02249.jpeg,31,20,12,21,19
1631,02269.jpeg,44,20,21,29,24
1632,02282.jpeg,57,38,48,48,19
1633,02283.jpeg,62,38,52,51,24
1634,02285.jpeg,42,13,38,31,29
1635,02290.jpeg,51,50,59,54,9
1636,02291.jpeg,78,72,68,73,10
1637,02292.jpeg,58,67,61,62,9
1638,02293.jpeg,36,20,40,32,20
1639,02294.jpeg,30,24,30,28,6
1640,02295.jpeg,53,51,66,57,15
1641,02296.jpeg,35,51,40,42,16
1642,02297.jpeg,35,51,40,42,16
1643,02299.jpeg,77,75,72,75,5
1644,02301.jpeg,80,78,84,81,6
1645,02302.jpeg,81,80,80,81,1
1646,02303.jpeg,70,60,50,60,20
1647,02304.jpeg,68,60,50,60,18
1648,02305.jpeg,74,70,78,74,8
1649,02306.jpeg,60,40,43,48,20
1650,02307.jpeg,1,2,2,2,1
1651,02308.jpeg,41,53,58,51,17
1652,02309.jpeg,27,30,44,34,17
1653,02310.jpeg,32,23,30,29,9
1654,02311.jpeg,33,12,12,19,21
1655,02312.jpeg,54,50,52,52,4
1656,02313.jpeg,73,71,64,70,9
1657,02314.jpeg,67,60,56,61,11
1658,02315.jpeg,65,68,55,63,13
1659,02316.jpeg,83,78,79,80,5
1660,02317.jpeg,82,79,79,80,3
1661,02318.jpeg,80,77,78,79,3
1662,02319.jpeg,78,77,78,78,1
1663,02320.jpeg,83,82,80,82,3
1664,02321.jpeg,84,82,80,82,4
1665,02322.jpeg,81,76,75,78,6
1666,02323.jpeg,32,17,11,20,21
1667,02324.jpeg,52,49,60,54,11
1668,02325.jpeg,2,3,2,3,1
1669,02326.jpeg,9,30,14,18,21
1670,02327.jpeg,9,28,14,17,19
1671,02328.jpeg,1,1,1,1,0
1672,02329.jpeg,60,58,55,58,5
1673,02330.jpeg,59,68,50,59,18
1674,02331.jpeg,57,69,60,62,12
1675,02332.jpeg,52,55,49,52,6
1676,02333.jpeg,50,34,48,44,16
1677,02334.jpeg,80,75,84,80,9
1678,02335.jpeg,82,75,84,81,9
1679,02336.jpeg,80,80,73,78,7
1680,02337.jpeg,74,73,61,70,13
1681,02338.jpeg,69,53,45,56,24
1682,02339.jpeg,56,50,50,52,6
1683,02340.jpeg,1,8,8,6,7
1684,02342.jpeg,1,8,8,6,7
1685,02343.jpeg,50,30,44,42,20
1686,02344.jpeg,50,30,47,43,20
1687,02345.jpeg,80,84,85,83,5
1688,02346.jpeg,78,76,83,79,7
1689,02347.jpeg,52,40,36,43,16
1690,02358.jpeg,57,55,54,56,3
1691,02368.jpeg,79,71,80,77,9
1692,02369.jpeg,81,78,82,81,4
1693,02371.jpeg,81,80,85,82,5
1694,02372.jpeg,81,82,87,84,6
1695,02373.jpeg,81,78,87,82,9
1696,02374.jpeg,10,14,6,10,8
1697,02375.jpeg,66,76,56,66,20
1698,02376.jpeg,65,79,56,67,23
1699,02378.jpeg,47,40,27,38,20
1700,02382.jpeg,32,19,25,26,13
1701,02387.jpeg,81,77,71,77,10
1702,02389.jpeg,34,30,30,32,4
1703,02390.jpeg,80,64,77,74,16
1704,02391.jpeg,55,48,61,55,13
1705,02392.jpeg,42,40,16,33,26
1706,02393.jpeg,69,54,70,65,16
1707,02394.jpeg,69,57,65,64,12
1708,02395.jpeg,79,78,63,74,16
1709,02396.jpeg,79,75,70,75,9
1710,02397.jpeg,80,81,71,78,10
1711,02398.jpeg,82,81,71,78,11
1712,02399.jpeg,70,55,55,60,15
1713,02400.jpeg,63,46,50,53,17
1714,02404.jpeg,60,68,58,62,10
1715,02405.jpeg,51,60,54,55,9
1716,02406.jpeg,50,37,39,42,13
1717,02407.jpeg,51,45,42,46,9
1718,02408.jpeg,85,84,85,85,1
1719,02420.jpeg,66,73,60,67,13
1720,02421.jpeg,70,76,55,67,21
1721,02427.jpeg,74,95,70,80,25
1722,02428.jpeg,74,98,68,80,30
1723,02429.jpeg,71,78,68,73,10
1724,02431.jpeg,69,75,72,72,6
1725,02433.jpeg,75,93,76,82,18
1726,02434.jpeg,9,6,6,7,3
1727,02435.jpeg,5,11,7,8,6
1728,02436.jpeg,50,55,58,55,8
1729,02437.jpeg,44,45,58,49,14
1730,02438.jpeg,70,60,78,70,18
1731,02439.jpeg,46,30,49,42,19
1732,02440.jpeg,61,52,53,56,9
1733,02441.jpeg,60,50,53,55,10
1734,02442.jpeg,79,72,64,72,15
1735,02443.jpeg,73,72,64,70,9
1736,02444.jpeg,40,34,33,36,7
1737,02445.jpeg,42,43,32,39,11
1738,02446.jpeg,84,82,79,82,5
1739,02447.jpeg,80,82,79,81,3
1740,02448.jpeg,77,70,58,69,19
1741,02449.jpeg,72,71,78,74,7
1742,02450.jpeg,11,3,7,7,8
1743,02451.jpeg,7,3,2,4,5
1744,02452.jpeg,70,69,70,70,1
1745,02453.jpeg,81,86,80,83,6
1746,02454.jpeg,81,84,78,81,6
1747,02455.jpeg,72,75,69,72,6
1748,02456.jpeg,16,10,8,12,8
1749,02459.jpeg,80,80,85,82,5
1750,02460.jpeg,71,63,79,71,16
1751,02461.jpeg,13,14,6,11,8
1752,02463.jpeg,7,5,2,5,5
1753,02464.jpeg,40,30,38,36,10
1754,02465.jpeg,20,28,13,21,15
1755,02466.jpeg,65,62,70,66,8
1756,02467.jpeg,66,75,77,73,11
1757,02468.jpeg,45,48,25,40,23
1758,02469.jpeg,47,48,26,41,22
1759,02470.jpeg,59,65,69,65,10
1760,02471.jpeg,44,42,22,36,22
1761,02472.jpeg,1,1,1,1,0
1762,02473.jpeg,50,45,48,48,5
1763,02474.jpeg,47,45,49,47,4
1764,02475.jpeg,50,49,45,48,5
1765,02476.jpeg,48,38,40,42,10
1766,02477.jpeg,27,80,50,53,53
1767,02480.jpeg,52,70,61,61,18
1768,02481.jpeg,54,72,73,67,19
1769,02482.jpeg,83,85,79,83,6
1770,02483.jpeg,80,80,79,80,1
1771,02484.jpeg,79,80,78,79,2
1772,02485.jpeg,82,85,81,83,4
1773,02486.jpeg,77,76,72,75,5
1774,02487.jpeg,72,75,83,77,11
1775,02488.jpeg,72,78,85,79,13
1776,02489.jpeg,74,80,87,81,13
1777,02490.jpeg,54,65,58,59,11
1778,02491.jpeg,64,60,52,59,12
1779,02492.jpeg,69,63,77,70,14
1780,02493.jpeg,68,76,77,74,9
1781,02494.jpeg,75,78,77,77,3
1782,02495.jpeg,74,72,79,75,7
1783,02496.jpeg,75,80,81,79,6
1784,02497.jpeg,77,80,71,76,9
1785,02498.jpeg,77,67,75,73,10
1786,02499.jpeg,78,76,76,77,2
1787,02500.jpeg,76,73,70,73,6
1788,02503.jpeg,69,53,60,61,16
1789,02504.jpeg,68,58,60,62,10
1790,02505.jpeg,58,78,70,69,20
1791,02506.jpeg,56,69,65,64,13
1792,02507.jpeg,80,77,73,77,7
1793,02508.jpeg,78,75,76,77,3
1794,02509.jpeg,40,23,35,33,17
1795,02510.jpeg,70,63,70,68,7
1796,02511.jpeg,78,74,80,78,6
1797,02512.jpeg,86,85,79,84,7
1798,02513.jpeg,86,82,79,83,7
1799,02514.jpeg,53,57,47,53,10
1800,02515.jpeg,79,85,77,81,8
1801,02516.jpeg,86,78,81,82,8
1802,02517.jpeg,81,84,81,82,3
1803,02518.jpeg,18,16,19,18,3
1804,02519.jpeg,53,62,70,62,17
1805,02520.jpeg,82,81,80,81,2
1806,02522.jpeg,83,79,86,83,7
1807,02523.jpeg,84,78,81,81,6
1808,02524.jpeg,54,40,40,45,14
1809,02525.jpeg,80,82,73,79,9
1810,02526.jpeg,51,35,42,43,16
1811,02527.jpeg,50,36,47,45,14
1812,02528.jpeg,1,2,2,2,1
1813,02529.jpeg,6,6,7,7,1
1814,02531.jpeg,84,79,90,85,11
1815,02532.jpeg,84,82,84,84,2
1816,02533.jpeg,75,70,74,73,5
1817,02534.jpeg,79,75,75,77,4
1818,02535.jpeg,80,79,79,80,1
1819,02536.jpeg,64,56,39,53,25
1820,02537.jpeg,23,12,12,16,11
1821,02538.jpeg,81,70,68,73,13
1822,02539.jpeg,72,57,50,60,22
1823,02540.jpeg,73,52,59,62,21
1824,02543.jpeg,81,67,71,73,14
1825,02544.jpeg,69,68,70,69,2
1826,02545.jpeg,72,69,68,70,4
1827,02546.jpeg,76,69,71,72,7
1828,02547.jpeg,32,20,30,28,12
1829,02548.jpeg,70,62,60,64,10
1830,02549.jpeg,70,65,59,65,11
1831,02550.jpeg,70,60,59,63,11
1832,02551.jpeg,74,74,65,71,9
1833,02552.jpeg,74,80,78,78,6
1834,02553.jpeg,72,70,75,73,5
1835,02554.jpeg,72,77,75,75,5
1836,02555.jpeg,55,38,35,43,20
1837,02556.jpeg,65,75,70,70,10
1838,02557.jpeg,4,5,2,4,3
1839,02559.jpeg,6,8,6,7,2
1840,02560.jpeg,74,79,78,77,5
1841,02561.jpeg,71,74,69,72,5
1842,02562.jpeg,28,25,22,25,6
1843,02563.jpeg,67,76,76,73,9
1844,02564.jpeg,80,80,72,78,8
1845,02565.jpeg,83,83,70,79,13
1846,02566.jpeg,84,83,70,79,14
1847,02567.jpeg,81,88,72,81,16
1848,02568.jpeg,80,85,65,77,20
1849,02569.jpeg,78,65,62,69,16
1850,02570.jpeg,72,75,55,68,20
1851,02571.jpeg,81,79,71,77,10
1852,02572.jpeg,78,79,70,76,9
1853,02573.jpeg,42,22,28,31,20
1854,02574.jpeg,48,26,23,33,25
1855,02575.jpeg,88,93,82,88,11
1856,02576.jpeg,88,93,82,88,11
1857,02577.jpeg,80,84,79,81,5
1858,02578.jpeg,77,80,71,76,9
1859,02579.jpeg,63,70,63,66,7
1860,02580.jpeg,57,40,53,50,17
1861,02581.jpeg,1,1,1,1,0
1862,02582.jpeg,21,35,17,25,18
1863,02583.jpeg,80,80,70,77,10
1864,02584.jpeg,75,76,55,69,21
1865,02587.jpeg,77,66,65,70,12
1866,02588.jpeg,69,60,50,60,19
1867,02589.jpeg,78,75,80,78,5
1868,02590.jpeg,82,96,85,88,14
1869,02591.jpeg,83,93,82,86,11
1870,02592.jpeg,88,86,86,87,2
1871,02593.jpeg,80,79,78,79,2
1872,02594.jpeg,72,50,50,58,22
1873,02595.jpeg,80,75,75,77,5
1874,02597.jpeg,58,56,69,61,13
1875,02599.jpeg,45,52,55,51,10
1876,02600.jpeg,57,46,47,50,11
1877,02601.jpeg,52,43,34,43,18
1878,02602.jpeg,86,81,80,83,6
1879,02603.jpeg,80,80,80,80,0
1880,02604.jpeg,81,89,84,85,8
1881,02605.jpeg,54,38,30,41,24
1882,02606.jpeg,77,74,75,76,3
1883,02607.jpeg,60,55,45,54,15
1884,02608.jpeg,74,80,59,71,21
1885,02609.jpeg,74,70,51,65,23
1886,02610.jpeg,76,73,73,74,3
1887,02611.jpeg,72,73,71,72,2
1888,02612.jpeg,57,40,54,51,17
1889,02652.jpeg,75,90,74,80,16
1890,02656.jpeg,75,90,76,81,15
1891,02724.jpeg,74,73,78,75,5
1892,02743.jpeg,25,34,29,30,9
1893,02744.jpeg,44,45,63,51,19
1894,02745.jpeg,73,65,60,66,13
1895,02747.jpeg,1,1,1,1,0
1896,02748.jpeg,72,76,69,73,7
1897,02749.jpeg,72,76,65,71,11
1898,02750.jpeg,72,78,75,75,6
1899,02751.jpeg,70,70,55,65,15
1900,02752.jpeg,67,70,71,70,4
1901,02763.jpeg,50,34,29,38,21
1902,02829.jpeg,79,75,77,77,4
1903,02873.jpeg,7,4,4,5,3
1904,02909.jpeg,50,50,50,50,0
1905,03128.jpeg,48,48,48,48,0
1906,03178.jpeg,50,50,50,50,0
1907,03189.jpeg,77,80,77,78,3
1908,03285.jpeg,70,70,70,70,0
1909,03322.jpeg,68,60,68,66,8
1910,03355.jpeg,30,20,10,20,20
1911,03361.jpeg,29,26,29,28,3
1912,03424.jpeg,61,68,63,64,7
1913,03595.jpeg,85,85,85,85,0
1914,03745.jpeg,41,40,43,42,3
1915,03836.jpeg,5,25,12,14,20
1916,03869.jpeg,88,92,92,91,4
1917,03873.jpeg,21,21,21,21,0
1918,04121.jpeg,12,30,13,19,18
1919,04157.jpeg,19,20,20,20,1
1920,04228.jpeg,54,60,56,57,6
1921,04245.jpeg,72,69,69,70,3
1922,04366.jpeg,53,50,54,53,4
1923,04416.jpeg,11,4,6,7,7
1924,04507.jpeg,40,55,60,52,20
1925,04518.jpeg,70,60,50,60,20
1926,04658.jpeg,62,50,48,54,14
1927,04718.jpeg,60,63,61,62,3
1928,04738.jpeg,50,28,27,35,23
1929,04741.jpeg,83,80,80,81,3
1930,04758.jpeg,43,35,43,41,8
1931,04840.jpeg,50,68,50,56,18
1932,04843.jpeg,23,16,10,17,13
1933,04884.jpeg,67,55,56,60,12
1934,05106.jpeg,40,35,35,37,5
1935,05166.jpeg,36,40,33,37,7
1936,05191.jpeg,55,57,69,61,14
1937,05226.jpeg,44,50,29,41,21
1938,05239.jpeg,6,8,6,7,2
1939,05299.jpeg,30,30,35,32,5
1940,05470.jpeg,50,45,43,46,7
1941,05496.jpeg,53,55,50,53,5
1942,05592.jpeg,58,45,57,54,13
1943,05636.jpeg,77,76,78,77,2
1944,05880.jpeg,70,74,71,72,4
1945,05915.jpeg,54,40,37,44,17
1946,06584.jpeg,28,15,8,17,20
1947,08804.jpeg,94,88,86,90,8
1948,08808.jpeg,78,76,80,78,4
1949,08812.jpeg,83,77,79,80,6
1950,08820.jpeg,20,19,28,23,9
1951,08821.jpeg,47,25,34,36,22
1952,08830.jpeg,26,30,28,28,4
1953,08838.jpeg,11,10,15,12,5
1954,08839.jpeg,98,95,85,93,13
1955,08843.jpeg,99,92,92,95,7
1956,08852.jpeg,43,43,41,43,2
1957,08857.jpeg,44,45,42,44,3
1958,08858.jpeg,43,43,43,43,0
1959,08861.jpeg,80,75,73,76,7
1960,08868.jpeg,18,13,13,15,5
1961,08869.jpeg,57,40,36,45,21
1962,08914.jpeg,57,60,43,54,17
1963,08920.jpeg,69,76,79,75,10
1964,08933.jpeg,27,30,30,29,3
1965,08936.jpeg,25,30,30,29,5
1966,08952.jpeg,50,35,26,37,24
1967,08958.jpeg,79,54,58,64,25
1968,09007.jpeg,10,15,15,14,5
1969,09008.jpeg,9,15,15,13,6
1970,09010.jpeg,99,96,90,95,9
1971,09050.jpeg,13,10,15,13,5
1972,09060.jpeg,89,80,85,85,9
1973,09174.jpeg,17,20,29,22,12
1974,09212.jpeg,70,70,50,64,20
1975,09239.jpeg,82,80,84,82,4
1976,09241.jpeg,8,8,12,10,4
1977,09245.jpeg,10,10,15,12,5
1978,09256.jpeg,35,30,35,34,5
1979,09316.jpeg,55,48,56,53,8
1980,09320.jpeg,53,40,50,48,13
1981,09328.jpeg,17,20,15,18,5
1982,09330.jpeg,79,66,76,74,13
1983,09402.jpeg,76,58,57,64,19
1984,09406.jpeg,14,14,14,14,0
1985,09444.jpeg,99,93,87,93,12
1986,09463.jpeg,14,18,19,17,5
1987,09495.jpeg,13,13,15,14,2
1988,09510.jpeg,98,90,92,94,8
1989,09537.jpeg,10,10,14,12,4
1990,09549.jpeg,40,25,28,31,15
1991,09559.jpeg,35,36,25,32,11
1992,09573.jpeg,99,94,92,95,7
1993,09578.jpeg,55,54,34,48,21
1994,09625.jpeg,87,78,90,85,12
1995,09644.jpeg,97,86,84,89,13
1996,09651.jpeg,74,61,55,64,19
1997,09652.jpeg,69,47,45,54,24
1998,09681.jpeg,24,16,28,23,12
1999,09691.jpeg,20,26,29,25,9
2000,09699.jpeg,96,98,99,98,3
2001,09700.jpeg,62,40,59,54,22
2002,09707.jpeg,99,90,90,93,9
2003,09711.jpeg,14,12,15,14,3
2004,09714.jpeg,70,62,69,67,8
2005,09715.jpeg,70,64,61,65,9
2006,09719.jpeg,15,24,35,25,20
2007,09731.jpeg,99,88,87,92,12
2008,09742.jpeg,13,16,15,15,3
2009,09750.jpeg,7,7,7,7,0
2010,09752.jpeg,19,35,27,27,16
2011,09759.jpeg,64,45,58,56,19
2012,09784.jpeg,19,13,19,17,6
2013,09788.jpeg,16,13,15,15,3
2014,09806.jpeg,39,30,30,33,9
2015,09808.jpeg,82,74,76,78,8
2016,09827.jpeg,65,70,79,72,14
2017,09840.jpeg,90,95,92,93,5
2018,09845.jpeg,10,19,20,17,10
2019,09855.jpeg,40,24,34,33,16
2020,09860.jpeg,43,35,31,37,12
2021,09863.jpeg,56,34,38,43,22
2022,09887.jpeg,25,19,14,20,11
2023,09890.jpeg,23,11,21,19,12
2024,09900.jpeg,39,45,40,42,6
2025,09903.jpeg,25,4,18,16,21
2026,09914.jpeg,70,58,53,61,17
2027,09930.jpeg,87,84,79,84,8
2028,09951.jpeg,81,76,70,76,11
2029,09958.jpeg,90,90,82,88,8
2030,09972.jpeg,29,52,28,37,24
2031,09975.jpeg,27,40,39,36,13
2032,09986.jpeg,60,76,55,64,21
2033,09991.jpeg,28,10,20,20,18
2034,10007.jpeg,98,99,90,96,9
2035,10026.jpeg,98,93,80,91,18
2036,10029.jpeg,79,87,82,83,8
2037,10033.jpeg,88,85,80,85,8
2038,10049.jpeg,77,63,60,67,17
2039,10051.jpeg,72,63,62,66,10
2040,10069.jpeg,40,18,25,28,22
